,LEAID,County,State,State/County,School District,ALL_MTH00pctprof_1112,ALL_RLA00pctprof_1112,Ages 5 to 17 in Families in Poverty Percent
13328,4663360,Roberts County,SD,Roberts County SD,Rosholt School District 54-4,77.0,72.0,25.05
13329,4664140,Lake County,SD,Lake County SD,Rutland School District 39-4,77.0,82.0,11.35
13330,4665180,Bon Homme County,SD,Bon Homme County SD,Scotland School District 04-3,77.0,62.0,16.05
13331,4665460,Shannon County,SD,Shannon County SD,Shannon County School District 65-1,27.0,31.0,46.75
13332,4666270,Minnehaha County,SD,Minnehaha County SD,Sioux Falls School District 49-5,75.0,76.0,12.0
13333,4666300,Brookings County,SD,Brookings County SD,Sioux Valley School District 05-5,84.0,85.0,10.45
13334,4666930,Lawrence County,SD,Lawrence County SD,Spearfish School District 40-2,79.0,81.0,15.05
13335,4669540,Aurora County,SD,Aurora County SD,Stickney School District 01-2,90.0,84.5,14.75
13336,4669930,Meade County,SD,Meade County SD,Meade School District 46-1,78.0,80.0,13.8
13337,4670140,Roberts County,SD,Roberts County SD,Summit School District 54-6,52.0,67.0,25.05
13338,4671880,Dewey County,SD,Dewey County SD,Timber Lake School District 20-3,72.0,67.0,34.2
13339,4672090,Todd County,SD,Todd County SD,Todd County School District 66-1,27.0,35.0,46.45
13340,4672450,Hutchinson County,SD,Hutchinson County SD,Tripp-Delmont School District 33-5,67.0,77.0,14.65
13341,4674370,Clay County,SD,Clay County SD,Vermillion School District 13-1,79.0,82.0,17.85
13342,4674520,Turner County,SD,Turner County SD,Viborg School District 60-5,72.0,67.0,10.25
13343,4675420,Charles Mix County,SD,Charles Mix County SD,Wagner Community School District 11-4,70.0,65.0,30.4
13344,4675600,Corson County,SD,Corson County SD,Smee School District 15-3,37.0,27.0,42.95
13345,4675660,Pennington County,SD,Pennington County SD,Wall School District 51-5,92.0,87.0,17.55
13346,4676020,Brown County,SD,Brown County SD,Warner School District 06-5,92.0,82.0,10.6
13347,4676620,Codington County,SD,Codington County SD,Watertown School District 14-4,86.0,82.0,11.35
13348,4676680,Day County,SD,Day County SD,Waubay School District 18-3,72.0,77.0,19.049999999999997
13349,4676740,Codington County,SD,Codington County SD,Waverly School District 14-5,77.0,67.0,11.35
13350,4676990,Day County,SD,Day County SD,Webster Area 18-5,85.0,83.0,19.049999999999997
13351,4677460,Jerauld County,SD,Jerauld County SD,Wessington Springs School District 36-2,57.0,67.0,22.0
13352,4678300,Brookings County,SD,Brookings County SD,Deubrook Area School District 05-6,87.0,77.0,10.45
13353,4678510,Aurora County,SD,Aurora County SD,White Lake School District 01-3,92.0,87.0,14.75
13354,4678570,Mellette County,SD,Mellette County SD,White River School District 47-1,49.0,44.0,43.4
13355,4679350,Clark County,SD,Clark County SD,Willow Lake School District 12-3,62.0,57.0,22.1
13356,4679710,Tripp County,SD,Tripp County SD,Winner School District 59-2,70.0,70.0,22.0
13357,4680100,Beadle County,SD,Beadle County SD,Wolsey Wessington School District 02-6,72.0,72.0,18.55
13358,4680190,Sanborn County,SD,Sanborn County SD,Woonsocket School District 55-4,72.0,77.0,17.450000000000003
13359,4680430,Yankton County,SD,Yankton County SD,Yankton School District 63-3,82.0,80.0,13.2
13360,4680437,Jackson County,SD,Jackson County SD,Kadoka Area School District 35-2,67.0,62.0,41.0
13361,4680438,Charles Mix County,SD,Charles Mix County SD,Platte - Geddes School District 11-5,86.0,80.0,30.4
13362,4680439,Turner County,SD,Turner County SD,Irene - Wakonda School District 13-3,87.0,82.0,10.25
13363,4680440,Hyde County,SD,Hyde County SD,Highmore-Harrold 34-2,72.0,72.0,13.0
13364,4680441,Walworth County,SD,Walworth County SD,Mobridge-Pollock 62-6,67.0,68.0,19.55
13365,4700001,Hamblen County,TN,Hamblen County TN,Hamblen County,54.0,55.0,27.7
13366,4700030,Crockett County,TN,Crockett County TN,Alamo,69.0,66.0,27.0
13367,4700060,Blount County,TN,Blount County TN,Alcoa,54.0,61.0,18.85
13368,4700090,Anderson County,TN,Anderson County TN,Anderson County,53.0,54.0,25.35
13371,4700144,Fentress County,TN,Fentress County TN,Alvin C. York Institute,67.0,62.0,36.45
13374,4700180,Bedford County,TN,Bedford County TN,Bedford County,46.0,50.0,25.5
13375,4700210,Crockett County,TN,Crockett County TN,Bells,52.0,50.0,27.0
13376,4700240,Benton County,TN,Benton County TN,Benton County,50.0,50.0,33.15
13377,4700270,Bledsoe County,TN,Bledsoe County TN,Bledsoe County,49.0,41.0,30.5
13378,4700300,Blount County,TN,Blount County TN,Blount County,52.0,54.0,18.85
13379,4700330,Bradley County,TN,Bradley County TN,Bradley County,50.0,55.0,24.9
13380,4700360,Sullivan County,TN,Sullivan County TN,Bristol,58.0,58.0,24.85
13381,4700420,Campbell County,TN,Campbell County TN,Campbell County,39.0,41.0,34.85
13382,4700450,Cannon County,TN,Cannon County TN,Cannon County,40.0,45.0,26.15
13383,4700510,Carter County,TN,Carter County TN,Carter County,41.0,47.0,29.85
13384,4700570,Cheatham County,TN,Cheatham County TN,Cheatham County,49.0,53.0,17.65
13385,4700600,Chester County,TN,Chester County TN,Chester County,57.0,52.0,23.950000000000003
13386,4700630,Claiborne County,TN,Claiborne County TN,Claiborne County,42.0,49.0,33.85
13387,4700660,Clay County,TN,Clay County TN,Clay County,39.0,39.0,36.35
13388,4700690,Bradley County,TN,Bradley County TN,Cleveland,46.0,50.0,24.9
13389,4700720,Anderson County,TN,Anderson County TN,Clinton,61.0,61.0,25.35
13390,4700750,Cocke County,TN,Cocke County TN,Cocke County,57.0,49.0,38.75
13391,4700780,Coffee County,TN,Coffee County TN,Coffee County,41.0,50.0,25.549999999999997
13392,4700850,Crockett County,TN,Crockett County TN,Crockett County,43.0,46.0,27.0
13393,4700900,Cumberland County,TN,Cumberland County TN,Cumberland County,59.0,60.0,29.45
13394,4700930,Rhea County,TN,Rhea County TN,Dayton,53.0,56.0,29.1
13395,4700960,Decatur County,TN,Decatur County TN,Decatur County,51.0,50.0,29.6
13397,4701020,Dickson County,TN,Dickson County TN,Dickson County,58.0,62.0,23.35
13398,4701050,Dyer County,TN,Dyer County TN,Dyer County,56.0,51.0,27.45
13399,4701080,Dyer County,TN,Dyer County TN,Dyersburg,48.0,48.0,27.45
13400,4701110,Carter County,TN,Carter County TN,Elizabethton,55.0,57.0,29.85
13402,4701170,Fayette County,TN,Fayette County TN,Fayette County,34.0,36.0,21.5
13403,4701200,Lincoln County,TN,Lincoln County TN,Fayetteville,49.0,56.0,22.1
13404,4701230,Fentress County,TN,Fentress County TN,Fentress County,41.0,47.0,36.45
13405,4701260,Williamson County,TN,Williamson County TN,Franklin,69.0,70.0,6.55
13406,4701290,Franklin County,TN,Franklin County TN,Franklin County,46.0,51.0,23.450000000000003
13407,4701390,Gibson County,TN,Gibson County TN,Bradford,64.0,58.0,24.700000000000003
13408,4701400,Gibson County,TN,Gibson County TN,Gibson Co Sp Dist,63.0,61.0,24.700000000000003
13409,4701410,Giles County,TN,Giles County TN,Giles County,36.0,46.0,24.6
13410,4701440,Grainger County,TN,Grainger County TN,Grainger County,45.0,47.0,30.549999999999997
13411,4701470,Greene County,TN,Greene County TN,Greene County,45.0,49.0,32.0
13412,4701500,Greene County,TN,Greene County TN,Greeneville,59.0,65.0,32.0
13413,4701530,Grundy County,TN,Grundy County TN,Grundy County,36.0,45.0,39.25
13414,4701590,Hamilton County,TN,Hamilton County TN,Hamilton County,50.0,48.0,24.6
13415,4701620,Hancock County,TN,Hancock County TN,Hancock County,36.0,36.0,42.85
13416,4701650,Hardeman County,TN,Hardeman County TN,Hardeman County,39.0,41.0,31.1
13417,4701680,Hardin County,TN,Hardin County TN,Hardin County,46.0,53.0,33.9
13418,4701740,Hawkins County,TN,Hawkins County TN,Hawkins County,47.0,50.0,25.75
13419,4701770,Haywood County,TN,Haywood County TN,Haywood County,34.0,37.0,30.950000000000003
13420,4701800,Henderson County,TN,Henderson County TN,Henderson County,63.0,56.0,24.6
13421,4701830,Henry County,TN,Henry County TN,Henry County,60.0,55.0,28.65
13422,4701860,Hickman County,TN,Hickman County TN,Hickman County,48.0,51.0,28.7
13423,4701890,Carroll County,TN,Carroll County TN,H Rock Bruceton,46.0,42.0,28.3
13424,4701920,Houston County,TN,Houston County TN,Houston County,45.0,48.0,28.55
13425,4701950,Gibson County,TN,Gibson County TN,Humboldt,53.0,38.0,24.700000000000003
13426,4701980,Humphreys County,TN,Humphreys County TN,Humphreys County,49.0,56.0,24.0
13427,4702010,Carroll County,TN,Carroll County TN,Huntingdon,56.0,55.0,28.3
13428,4702070,Jackson County,TN,Jackson County TN,Jackson County,40.0,43.0,32.55
13429,4702100,Jefferson County,TN,Jefferson County TN,Jefferson County,46.0,48.0,26.3
13430,4702130,Washington County,TN,Washington County TN,Johnson City,73.0,70.0,22.95
13431,4702160,Johnson County,TN,Johnson County TN,Johnson County,52.0,51.0,34.85
13432,4702190,Sullivan County,TN,Sullivan County TN,Kingsport,67.0,65.0,24.85
13433,4702220,Knox County,TN,Knox County TN,Knox County,52.0,59.0,19.299999999999997
13434,4702280,Lake County,TN,Lake County TN,Lake County,33.0,30.0,42.5
13435,4702310,Lauderdale County,TN,Lauderdale County TN,Lauderdale County,37.0,42.0,35.7
13436,4702340,Lawrence County,TN,Lawrence County TN,Lawrence County,63.0,63.0,26.200000000000003
13437,4702370,Wilson County,TN,Wilson County TN,Lebanon,42.0,53.0,13.75
13438,4702400,Loudon County,TN,Loudon County TN,Lenoir City,49.0,53.0,22.1
13439,4702430,Lewis County,TN,Lewis County TN,Lewis County,43.0,49.0,30.8
13440,4702460,Henderson County,TN,Henderson County TN,Lexington,60.0,61.0,24.6
13441,4702490,Lincoln County,TN,Lincoln County TN,Lincoln County,48.0,63.0,22.1
13442,4702520,Loudon County,TN,Loudon County TN,Loudon County,54.0,57.0,22.1
13443,4702550,Macon County,TN,Macon County TN,Macon County,42.0,49.0,30.5
13444,4702580,Madison County,TN,Madison County TN,Madison County,41.0,43.0,29.150000000000002
13445,4702610,Coffee County,TN,Coffee County TN,Manchester,42.0,52.0,25.549999999999997
13446,4702640,Marion County,TN,Marion County TN,Marion County,47.0,53.0,26.2
13447,4702670,Marshall County,TN,Marshall County TN,Marshall County,47.0,51.0,22.8
13448,4702700,Blount County,TN,Blount County TN,Maryville,64.0,76.0,18.85
13449,4702760,Maury County,TN,Maury County TN,Maury County,41.0,51.0,25.1
13450,4702790,Carroll County,TN,Carroll County TN,McKenzie,59.0,60.0,28.3
13453,4702910,Meigs County,TN,Meigs County TN,Meigs County,55.0,53.0,28.799999999999997
13454,4702940,Shelby County,TN,Shelby County TN,Memphis,29.0,31.0,28.35
13455,4702970,Gibson County,TN,Gibson County TN,Milan,58.0,50.0,24.700000000000003
13456,4703000,Monroe County,TN,Monroe County TN,Monroe County,43.0,47.0,28.0
13457,4703030,Montgomery County,TN,Montgomery County TN,Montgomery County,50.0,56.0,24.4
13458,4703060,Moore County,TN,Moore County TN,Moore County,56.0,45.0,19.45
13459,4703090,Morgan County,TN,Morgan County TN,Morgan County,35.0,44.0,27.9
13460,4703150,Rutherford County,TN,Rutherford County TN,Murfreesboro,61.0,62.0,15.35
13461,4703180,Davidson County,TN,Davidson County TN,Davidson County,40.0,44.0,28.2
13462,4703210,Cocke County,TN,Cocke County TN,Newport City,65.0,63.0,38.75
13463,4703240,Anderson County,TN,Anderson County TN,Oak Ridge,60.0,66.0,25.35
13464,4703270,Obion County,TN,Obion County TN,Obion County,55.0,54.0,27.9
13465,4703300,Scott County,TN,Scott County TN,Oneida,42.0,55.0,31.3
13466,4703330,Overton County,TN,Overton County TN,Overton County,49.0,51.0,29.0
13467,4703360,Henry County,TN,Henry County TN,Paris,58.0,52.0,28.65
13468,4703390,Perry County,TN,Perry County TN,Perry County,49.0,48.0,30.8
13469,4703420,Pickett County,TN,Pickett County TN,Pickett County,34.0,53.0,27.15
13470,4703450,Polk County,TN,Polk County TN,Polk County,43.0,46.0,25.3
13471,4703480,Putnam County,TN,Putnam County TN,Putnam County,53.0,57.0,27.55
13472,4703510,Rhea County,TN,Rhea County TN,Rhea County,50.0,50.0,29.1
13473,4703540,Marion County,TN,Marion County TN,Richard City,27.0,52.0,26.2
13474,4703590,Roane County,TN,Roane County TN,Roane County,46.0,51.0,23.25
13475,4703600,Robertson County,TN,Robertson County TN,Robertson County,55.0,56.0,19.45
13476,4703660,Hawkins County,TN,Hawkins County TN,Rogersville,60.0,71.0,25.75
13477,4703690,Rutherford County,TN,Rutherford County TN,Rutherford County,60.0,64.0,15.35
13478,4703720,Scott County,TN,Scott County TN,Scott County,40.0,45.0,31.3
13479,4703750,Sequatchie County,TN,Sequatchie County TN,Sequatchie County,49.0,50.0,30.15
13480,4703780,Sevier County,TN,Sevier County TN,Sevier County,45.0,51.0,26.75
13481,4703810,Shelby County,TN,Shelby County TN,Shelby County,58.0,63.0,28.35
13482,4703870,Smith County,TN,Smith County TN,Smith County,54.0,56.0,24.8
13483,4703900,Carroll County,TN,Carroll County TN,South Carroll,52.0,62.0,28.3
13484,4703960,Stewart County,TN,Stewart County TN,Stewart County,65.0,57.0,23.950000000000003
13485,4703990,Sullivan County,TN,Sullivan County TN,Sullivan County,52.0,55.0,24.85
13486,4704020,Sumner County,TN,Sumner County TN,Sumner County,55.0,62.0,14.75
13487,4704050,Monroe County,TN,Monroe County TN,Sweetwater,53.0,49.0,28.0
13488,4704080,Tipton County,TN,Tipton County TN,Tipton County,56.0,56.0,20.05
13489,4704100,Gibson County,TN,Gibson County TN,Trenton,47.0,49.0,24.700000000000003
13490,4704170,Trousdale County,TN,Trousdale County TN,Trousdale County,68.0,57.0,24.55
13491,4704200,Coffee County,TN,Coffee County TN,Tullahoma,50.0,53.0,25.549999999999997
13492,4704230,Unicoi County,TN,Unicoi County TN,Unicoi County,46.0,55.0,26.6
13493,4704260,Obion County,TN,Obion County TN,Union City,51.0,49.0,27.9
13494,4704290,Union County,TN,Union County TN,Union County,24.0,38.0,33.45
13495,4704320,Van Buren County,TN,Van Buren County TN,Van Buren County,29.0,43.0,27.65
13496,4704350,Warren County,TN,Warren County TN,Warren County,43.0,52.0,29.4
13497,4704380,Washington County,TN,Washington County TN,Washington County,57.0,60.0,22.95
13498,4704440,Wayne County,TN,Wayne County TN,Wayne County,47.0,54.0,28.7
13499,4704470,Weakley County,TN,Weakley County TN,Weakley County,55.0,60.0,24.4
13500,4704490,Carroll County,TN,Carroll County TN,West Carroll,42.0,52.0,28.3
13501,4704500,White County,TN,White County TN,White County,59.0,53.0,27.5
13502,4704530,Williamson County,TN,Williamson County TN,Williamson County,75.0,83.0,6.55
13503,4704550,Wilson County,TN,Wilson County TN,Wilson County,60.0,66.0,13.75
13504,4800001,Crosby County,TX,Crosby County TX,CROSBYTON CISD,72.0,86.0,37.25
13505,4800002,Dickens County,TX,Dickens County TX,SPUR ISD,87.0,92.0,32.7
13506,4800003,Edwards County,TX,Edwards County TX,ROCKSPRINGS ISD,72.0,82.0,34.150000000000006
13508,4800005,Nolan County,TX,Nolan County TX,BLACKWELL CISD,82.0,92.0,29.700000000000003
13509,4800006,Stonewall County,TX,Stonewall County TX,ASPERMONT ISD,92.0,95.0,21.65
13510,4800007,Coleman County,TX,Coleman County TX,PANTHER CREEK CISD,82.0,87.0,34.1
13511,4800008,Hays County,TX,Hays County TX,DRIPPING SPRINGS ISD,96.0,97.0,16.1
13512,4800009,Hays County,TX,Hays County TX,WIMBERLEY ISD,91.0,94.0,16.1
13513,4800010,Hays County,TX,Hays County TX,HAYS CISD,82.0,88.0,16.1
13514,4800011,Johnson County,TX,Johnson County TX,ALVARADO ISD,77.0,87.0,17.9
13515,4800012,Lamar County,TX,Lamar County TX,CHISUM ISD,88.0,96.0,30.0
13711,4807350,Brazos County,TX,Brazos County TX,COLLEGE STATION ISD,91.0,93.0,24.85
13712,4807380,Hill County,TX,Hill County TX,ABBOTT ISD,92.0,92.0,26.15
13713,4807410,Hale County,TX,Hale County TX,ABERNATHY ISD,81.0,85.0,31.95
13714,4807440,Taylor County,TX,Taylor County TX,ABILENE ISD,85.0,89.0,21.1
13715,4807470,Bell County,TX,Bell County TX,ACADEMY ISD,88.0,91.0,20.549999999999997
13716,4807500,Oldham County,TX,Oldham County TX,ADRIAN ISD,77.0,82.0,19.9
13717,4807530,Nueces County,TX,Nueces County TX,AGUA DULCE ISD,77.0,82.0,26.9
13718,4807590,Bexar County,TX,Bexar County TX,ALAMO HEIGHTS ISD,90.0,95.0,25.1
13719,4807650,Wood County,TX,Wood County TX,ALBA-GOLDEN ISD,84.0,94.0,25.0
13720,4807680,Shackelford County,TX,Shackelford County TX,ALBANY ISD,93.0,94.0,17.95
13721,4807710,Harris County,TX,Harris County TX,ALDINE ISD,82.0,86.0,26.85
13722,4807780,Parker County,TX,Parker County TX,ALEDO ISD,94.0,97.0,14.6
13723,4807800,Jim Wells County,TX,Jim Wells County TX,ALICE ISD,72.0,81.0,31.65
13724,4807830,Harris County,TX,Harris County TX,ALIEF ISD,83.0,88.0,26.85
13725,4807890,Collin County,TX,Collin County TX,ALLEN ISD,96.0,97.0,8.85
13726,4807950,Brewster County,TX,Brewster County TX,ALPINE ISD,78.0,87.0,23.35
13727,4807980,Cherokee County,TX,Cherokee County TX,ALTO ISD,84.0,89.0,32.5
13728,4808090,Brazoria County,TX,Brazoria County TX,ALVIN ISD,88.0,90.0,16.200000000000003
13729,4808100,Wise County,TX,Wise County TX,ALVORD ISD,88.0,92.0,14.75
13730,4808130,Potter County,TX,Potter County TX,AMARILLO ISD,85.0,89.0,29.75
13731,4808160,Lamb County,TX,Lamb County TX,AMHERST ISD,67.0,87.0,31.049999999999997
13732,4808190,Chambers County,TX,Chambers County TX,ANAHUAC ISD,83.0,91.0,12.0
13733,4808230,Grimes County,TX,Grimes County TX,ANDERSON-SHIRO CISD,80.0,89.0,23.25
13734,4808280,Andrews County,TX,Andrews County TX,ANDREWS ISD,83.0,86.0,15.649999999999999
13735,4808310,Brazoria County,TX,Brazoria County TX,ANGLETON ISD,90.0,91.0,16.200000000000003
13736,4808340,Collin County,TX,Collin County TX,ANNA ISD,88.0,89.0,8.85
13737,4808400,Jones County,TX,Jones County TX,ANSON ISD,80.0,87.0,28.4
13738,4808430,El Paso County,TX,El Paso County TX,ANTHONY ISD,73.0,84.0,32.55
13739,4808460,Hockley County,TX,Hockley County TX,ANTON ISD,72.0,77.0,23.799999999999997
13740,4808490,Trinity County,TX,Trinity County TX,APPLE SPRINGS ISD,87.0,92.0,31.05
13741,4808520,Hill County,TX,Hill County TX,AQUILLA ISD,67.0,87.0,26.15
13742,4808550,Aransas County,TX,Aransas County TX,ARANSAS COUNTY ISD,82.0,85.0,34.15
13743,4808580,San Patricio County,TX,San Patricio County TX,ARANSAS PASS ISD,72.0,83.0,24.8
13744,4808610,Archer County,TX,Archer County TX,ARCHER CITY ISD,87.0,94.0,12.7
